obj_id,species,speciesMatched,trait_name,value
Crowther-Maynard_20,Laetiporus_caribensis,Laetiporus caribensis,longitude,-61.784048
Crowther-Maynard_21,Laetiporus_conifericola,Laetiporus conifericola,longitude,-123.190928
Crowther-Maynard_22,Lentinus_crinitus,Lentinus crinitus,longitude,-65.777922
Crowther-Maynard_23,Laetiporus_gilbertsonii,Laetiporus gilbertsonii,longitude,-122.042341
Crowther-Maynard_24,Laetiporus_huroniensis,Laetiporus huroniensis,longitude,-87.74369
Crowther-Maynard_25,Mycoacia_meridionalis,Mycoacia meridionalis,longitude,-76.725883
Crowther-Maynard_26,Merulius_tremellosus,Phlebia tremellosa,longitude,-89.42099
Crowther-Maynard_27,Merulius_tremellosus,Phlebia tremellosa,longitude,-88.980764
Crowther-Maynard_28,Porogramme_albocincta,Porogramme albocincta,longitude,-65.777922
Crowther-Maynard_29,Phlebiopsis_flavidoalba,Phlebiopsis flavidoalba,longitude,-88.432503
Crowther-Maynard_30,Phlebiopsis_flavidoalba,Phlebiopsis flavidoalba,longitude,-76.725883
Crowther-Maynard_31,Phellinus_gilvus,Phellinus gilvus,longitude,-86.195827
Crowther-Maynard_32,Phellinus_hartigii,Phellinus hartigii,longitude,-87.175702
Crowther-Maynard_33,Porodisculus_pendulus,Porodisculus pendulus,longitude,-89.756867
Crowther-Maynard_34,Phellinus_robiniae,Phellinus robiniae,longitude,-89.737043
Crowther-Maynard_35,Phellinus_robiniae,Phellinus robiniae,longitude,-110.624542
Crowther-Maynard_36,Phlebia_rufa,Phlebia rufa,longitude,-83.325863
Crowther-Maynard_37,Phlebia_rufa,Phlebia rufa,longitude,-70.795913
Crowther-Maynard_38,Pycnoporus_sanguineus,Pycnoporus sanguineus,longitude,-67.914763
Crowther-Maynard_39,Resinicium_saccharicola,Resinicium saccharicola,longitude,-65.808334
Crowther-Maynard_40,Schizophyllum_commune,Schizophyllum commune,longitude,-89.723847
Crowther-Maynard_41,Schizophyllum_commune,Schizophyllum commune,longitude,-65.969653
Crowther-Maynard_42,Tyromyces_chioneus,Tyromyces chioneus,longitude,-88.47299
Crowther-Maynard_43,Veluticeps_abietina,Veluticeps abietina,longitude,-135.772247
Crowther-Maynard_44,Xylobolus_subpileatus,Xylobolus subpileatus,longitude,-89.760665
Anderson_2008_1,Alternaria,Alternaria sp.,dsDNA,5.34
Anderson_2008_2,Aspergillus_niger,Aspergillus niger,dsDNA,4.51
Anderson_2008_3,Aspergillus_niger,Aspergillus niger,dsDNA,2.83
Anderson_2008_4,Aspergillus_niger,Aspergillus niger,dsDNA,1.12
Anderson_2008_5,Botrytis_allii,Botrytis allii,dsDNA,4
Anderson_2008_6,Cladosporium_cucumerinum,Cladosporium cucumerinum,dsDNA,1.58
Anderson_2008_7,Cladosporium_cucumerinum,Cladosporium cucumerinum,dsDNA,1.14
Anderson_2008_8,Cladosporium_herbarum,Cladosporium herbarum,dsDNA,2.41
Anderson_2008_9,Cladosporium_herbarum,Cladosporium herbarum,dsDNA,0.79
Anderson_2008_10,Fusarium_culmorum,Fusarium culmorum,dsDNA,3.01
Anderson_2008_11,Fusarium_culmorum,Fusarium culmorum,dsDNA,1.93
Anderson_2008_12,Fusarium_oxysporum,Fusarium oxysporum,dsDNA,3.81
Anderson_2008_13,Hormodendrum_olivaceum,Hormodendrum olivaceum,dsDNA,1.77
Anderson_2008_14,Linderina_pennispora,Linderina pennispora,dsDNA,0.92
Anderson_2008_15,Mortierella_ramanniana,Umbelopsis ramanniana,dsDNA,5.65
Anderson_2008_16,Mortierella_ramanniana,Umbelopsis ramanniana,dsDNA,3.59
Anderson_2008_17,Mortierella_ramanniana,Umbelopsis ramanniana,dsDNA,1.55
Anderson_2008_18,Mucor_flavus,Mucor flavus,dsDNA,4.44
Anderson_2008_19,Mucor_mucedo,Rhizopus stolonifer,dsDNA,2.8
Anderson_2008_20,Oidiodendron_rhodogenum,Oidiodendron rhodogenum,dsDNA,4.97
Anderson_2008_21,Paecilomyces_lilacinus,Purpureocillium lilacinum,dsDNA,5
Anderson_2008_22,Penicillium_camembertii,Penicillium camembertii,dsDNA,2.45
Anderson_2008_23,Penicilium_funiculosum,Penicilium funiculosum,dsDNA,5.7
Anderson_2008_24,Penicilium_funiculosum,Penicilium funiculosum,dsDNA,3.47
Anderson_2008_25,Penicillium_notatum,Penicillium notatum,dsDNA,6.32
Anderson_2008_26,Penicillium_notatum,Penicillium notatum,dsDNA,2.19
Anderson_2008_27,Penicillium_notatum,Penicillium notatum,dsDNA,4.92
Anderson_2008_28,Penicillium_notatum,Penicillium notatum,dsDNA,3.56
Anderson_2008_29,Globisporangium_ultimum,Globisporangium ultimum,dsDNA,4.75
Anderson_2008_30,Rhizoctonia_solani,Thanatephorus cucumeris,dsDNA,2.12
Anderson_2008_31,Stachybotris_chartarum,Stachybotris chartarum,dsDNA,3.15
Anderson_2008_32,Trichoderma_harzianum,Trichoderma harzianum,dsDNA,2.6
Anderson_2008_33,Trichoderma_harzianum,Trichoderma harzianum,dsDNA,5.68
Anderson_2008_34,Trichoderma_virens,Trichoderma virens,dsDNA,3.26
Anderson_2008_35,Trichoderma_viride,Trichoderma viride,dsDNA,3.7
Anderson_2008_36,Trichoderma_viride,Trichoderma viride,dsDNA,2.6
Anderson_2008_37,Trichothecium_roseum,Trichothecium roseum,dsDNA,3.02
Anderson_2008_1,Alternaria,Alternaria sp.,extension_rate,7.3
Anderson_2008_2,Aspergillus_niger,Aspergillus niger,extension_rate,6.5
Anderson_2008_5,Botrytis_allii,Botrytis allii,extension_rate,5.3
Anderson_2008_6,Cladosporium_cucumerinum,Cladosporium cucumerinum,extension_rate,2.9
Anderson_2008_8,Cladosporium_herbarum,Cladosporium herbarum,extension_rate,3.3
Anderson_2008_10,Fusarium_culmorum,Fusarium culmorum,extension_rate,12
Anderson_2008_12,Fusarium_oxysporum,Fusarium oxysporum,extension_rate,11.2
Anderson_2008_13,Hormodendrum_olivaceum,Hormodendrum olivaceum,extension_rate,4.1
Anderson_2008_14,Linderina_pennispora,Linderina pennispora,extension_rate,2.6
Anderson_2008_15,Mortierella_ramanniana,Umbelopsis ramanniana,extension_rate,4.3
Anderson_2008_18,Mucor_flavus,Mucor flavus,extension_rate,3.3
Anderson_2008_19,Mucor_mucedo,Rhizopus stolonifer,extension_rate,14.2
Anderson_2008_20,Oidiodendron_rhodogenum,Oidiodendron rhodogenum,extension_rate,1.4
Anderson_2008_21,Paecilomyces_lilacinus,Purpureocillium lilacinum,extension_rate,5.1
Anderson_2008_22,Penicillium_camembertii,Penicillium camembertii,extension_rate,4.5
Anderson_2008_23,Penicilium_funiculosum,Penicilium funiculosum,extension_rate,4.5
Anderson_2008_25,Penicillium_notatum,Penicillium notatum,extension_rate,2
Anderson_2008_27,Penicillium_notatum,Penicillium notatum,extension_rate,3.4
Anderson_2008_29,Globisporangium_ultimum,Globisporangium ultimum,extension_rate,30
Anderson_2008_31,Stachybotris_chartarum,Stachybotris chartarum,extension_rate,1.5
Anderson_2008_32,Trichoderma_harzianum,Trichoderma harzianum,extension_rate,18
Anderson_2008_34,Trichoderma_virens,Trichoderma virens,extension_rate,11.6
Anderson_2008_35,Trichoderma_viride,Trichoderma viride,extension_rate,14.2
Anderson_2008_37,Trichothecium_roseum,Trichothecium roseum,extension_rate,9
Crowther-Maynard_1,Armillaria_gallica,Armillaria gallica,extension_rate,0.25
Crowther-Maynard_2,Armillaria_gallica,Armillaria gallica,extension_rate,0.35
Crowther-Maynard_3,Armillaria_gallica,Armillaria gallica,extension_rate,0.21
Crowther-Maynard_4,Armillaria_gallica,Armillaria gallica,extension_rate,0.25
Crowther-Maynard_5,Armillaria_gallica,Armillaria gallica,extension_rate,0.15
Crowther-Maynard_6,Armillaria_gallica,Armillaria gallica,extension_rate,0.25
Crowther-Maynard_7,Armillaria_gallica,Armillaria gallica,extension_rate,0.49
Crowther-Maynard_9,Armillaria_gallica,Armillaria gallica,extension_rate,0.25
Crowther-Maynard_10,Armillaria_gallica,Armillaria gallica,extension_rate,0.76
Crowther-Maynard_11,Asterostroma_muscicola,Asterostroma muscicola,extension_rate,0.83
Crowther-Maynard_12,Armillaria_sinapina,Armillaria sinapina,extension_rate,0.77
Crowther-Maynard_13,Armillaria_tabescens,Armillaria tabescens,extension_rate,0.5
Crowther-Maynard_14,Armillaria_tabescens,Armillaria tabescens,extension_rate,1.07
Crowther-Maynard_15,Earliella_scabrosa,Earliella scabrosa,extension_rate,3.24
Crowther-Maynard_16,Fomes_fomentarius,Fomes fomentarius,extension_rate,4.71
Crowther-Maynard_17,Hyphodontia_crustosa,Basidioradulum crustosum,extension_rate,1.96
Crowther-Maynard_18,Hyphoderma_setigerum,Hyphoderma setigerum,extension_rate,4.11
Crowther-Maynard_19,Hyphoderma_setigerum,Hyphoderma setigerum,extension_rate,4.7
Crowther-Maynard_20,Laetiporus_caribensis,Laetiporus caribensis,extension_rate,3.77
Crowther-Maynard_21,Laetiporus_conifericola,Laetiporus conifericola,extension_rate,5.16
Crowther-Maynard_22,Lentinus_crinitus,Lentinus crinitus,extension_rate,6.38
Crowther-Maynard_23,Laetiporus_gilbertsonii,Laetiporus gilbertsonii,extension_rate,4.14
Crowther-Maynard_24,Laetiporus_huroniensis,Laetiporus huroniensis,extension_rate,3.39
Crowther-Maynard_25,Mycoacia_meridionalis,Mycoacia meridionalis,extension_rate,1.3
Crowther-Maynard_26,Merulius_tremellosus,Phlebia tremellosa,extension_rate,10.62
Crowther-Maynard_27,Merulius_tremellosus,Phlebia tremellosa,extension_rate,9.62
Crowther-Maynard_28,Porogramme_albocincta,Porogramme albocincta,extension_rate,9.28
Crowther-Maynard_29,Phlebiopsis_flavidoalba,Phlebiopsis flavidoalba,extension_rate,8.04
Crowther-Maynard_30,Phlebiopsis_flavidoalba,Phlebiopsis flavidoalba,extension_rate,10.8
Crowther-Maynard_31,Phellinus_gilvus,Phellinus gilvus,extension_rate,4.04
Crowther-Maynard_32,Phellinus_hartigii,Phellinus hartigii,extension_rate,1.54
Crowther-Maynard_33,Porodisculus_pendulus,Porodisculus pendulus,extension_rate,4.06
Crowther-Maynard_34,Phellinus_robiniae,Phellinus robiniae,extension_rate,2.3
Crowther-Maynard_35,Phellinus_robiniae,Phellinus robiniae,extension_rate,2.14
Crowther-Maynard_36,Phlebia_rufa,Phlebia rufa,extension_rate,8.75
Crowther-Maynard_37,Phlebia_rufa,Phlebia rufa,extension_rate,8.51
Crowther-Maynard_38,Pycnoporus_sanguineus,Pycnoporus sanguineus,extension_rate,4.97
Crowther-Maynard_39,Resinicium_saccharicola,Resinicium saccharicola,extension_rate,5.13
Crowther-Maynard_40,Schizophyllum_commune,Schizophyllum commune,extension_rate,4.41
Crowther-Maynard_41,Schizophyllum_commune,Schizophyllum commune,extension_rate,2.57
Crowther-Maynard_42,Tyromyces_chioneus,Tyromyces chioneus,extension_rate,3.88
Crowther-Maynard_44,Xylobolus_subpileatus,Xylobolus subpileatus,extension_rate,0.77
Tedersoo_Smith_2013_1,Acephala,Acephala sp.,em_expl,SD
Tedersoo_Smith_2013_2,Afroboletus,Afroboletus sp.,em_expl,LD
Tedersoo_Smith_2013_3,Albatrellus,Albatrellus sp.,em_expl,MD
Tedersoo_Smith_2013_4,Aleurina,Peziza sp.,em_expl,C
Tedersoo_Smith_2013_5,Alnicola,Naucoria sp.,em_expl,SD
Tedersoo_Smith_2013_6,Alpova,Alpova sp.,em_expl,LD
Tedersoo_Smith_2013_7,Amanita,Agaricus sp.,em_expl,C
Tedersoo_Smith_2013_8,Amphinema,Amphinema sp.,em_expl,MD
Tedersoo_Smith_2013_9,Amylascus,Amylascus sp.,em_expl,SD
Tedersoo_Smith_2013_10,Anamika,Anamika sp.,em_expl,SD
Tedersoo_Smith_2013_11,Arcangeliella,Arcangeliella sp.,em_expl,C
Tedersoo_Smith_2013_12,Astraeus,Astraeus sp.,em_expl,LD
Tedersoo_Smith_2013_13,Aureoboletus,Aureoboletus sp.,em_expl,LD
Tedersoo_Smith_2013_14,Auritella,Auritella sp.,em_expl,C
Tedersoo_Smith_2013_15,Austrogautieria,Austrogautieria sp.,em_expl,MD
Tedersoo_Smith_2013_16,Austropaxillus,Austropaxillus sp.,em_expl,LD
Tedersoo_Smith_2013_17,Balsamia,Balsamia sp.,em_expl,C
Tedersoo_Smith_2013_18,Bankera,Bankera sp.,em_expl,MD
Tedersoo_Smith_2013_19,Barssia,Barssia sp.,em_expl,C
Tedersoo_Smith_2013_20,Boletellus,Boletellus sp.,em_expl,LD
Tedersoo_Smith_2013_21,Boletopsis,Boletopsis sp.,em_expl,MD
Tedersoo_Smith_2013_22,Boletus,Morchella sp.,em_expl,LD
Tedersoo_Smith_2013_23,Byssocorticium,Byssocorticium sp.,em_expl,SD
Tedersoo_Smith_2013_24,Byssoporia,Byssoporia sp.,em_expl,MD
Tedersoo_Smith_2013_25,Cadophora,Cadophora sp.,em_expl,SD
Tedersoo_Smith_2013_26,Calostoma,Calostoma sp.,em_expl,LD
Tedersoo_Smith_2013_27,Cantharellus,Cantharellus sp.,em_expl,MD
Tedersoo_Smith_2013_28,Castoreum,Castoreum sp.,em_expl,MD
Tedersoo_Smith_2013_29,Catathelasma,Catathelasma sp.,em_expl,MD
Tedersoo_Smith_2013_30,Cazia,Cazia sp.,em_expl,SD
Tedersoo_Smith_2013_31,Cenococcum,Cenococcum sp.,em_expl,SD
Tedersoo_Smith_2013_32,Ceratobasidium,Ceratobasidium sp.,em_expl,C
Tedersoo_Smith_2013_33,Chamonixia,Chamonixia sp.,em_expl,LD
Tedersoo_Smith_2013_34,Choiromyces,Choiromyces sp.,em_expl,C
Tedersoo_Smith_2013_35,Chondrogaster,Chondrogaster sp.,em_expl,MD
Tedersoo_Smith_2013_36,Chromelosporium,Ostracoderma sp.,em_expl,SD
Tedersoo_Smith_2013_37,Chroogomphus,Chroogomphus sp.,em_expl,C
Tedersoo_Smith_2013_38,Clavariadelphus,Clavariadelphus sp.,em_expl,MD
Tedersoo_Smith_2013_39,Clavulina,Clavulina sp.,em_expl,C
Tedersoo_Smith_2013_40,Coltricia,Coltricia sp.,em_expl,SD
Tedersoo_Smith_2013_41,Coltriciella,Coltriciella sp.,em_expl,SD
Tedersoo_Smith_2013_42,Cortinarius,Cortinarius sp.,em_expl,MD
Tedersoo_Smith_2013_43,Craterellus,Craterellus sp.,em_expl,SD
Tedersoo_Smith_2013_44,Delastria,Delastria sp.,em_expl,SD
Tedersoo_Smith_2013_45,Dermocybe,Cortinarius sp.,em_expl,MD
Tedersoo_Smith_2013_46,Descolea,Descolea sp.,em_expl,SD
Tedersoo_Smith_2013_47,Descomyces,Descomyces sp.,em_expl,SD
Tedersoo_Smith_2013_48,Dingleya,Dingleya sp.,em_expl,C
Tedersoo_Smith_2013_49,Elaphomyces,Elaphomyces sp.,em_expl,SD
Tedersoo_Smith_2013_50,Endogone,Endogone sp.,em_expl,SD
Tedersoo_Smith_2013_51,Entoloma,Entoloma sp.,em_expl,MD
Tedersoo_Smith_2013_52,Fischerula,Fischerula sp.,em_expl,C
Tedersoo_Smith_2013_53,Galactinia,Peziza sp.,em_expl,C
Tedersoo_Smith_2013_54,Gastroboletus,Gastroboletus sp.,em_expl,LD
Tedersoo_Smith_2013_55,Gastrolactarius,Lactarius sp.,em_expl,C
Tedersoo_Smith_2013_56,Gautieria,Gautieria sp.,em_expl,MD
Tedersoo_Smith_2013_57,Genabea,Genea sp.,em_expl,SD
Tedersoo_Smith_2013_58,Genea,Genea sp.,em_expl,SD
Tedersoo_Smith_2013_59,Geopora,Geopora sp.,em_expl,SD
Tedersoo_Smith_2013_60,Gilkeya,Gilkeya sp.,em_expl,SD
Tedersoo_Smith_2013_61,Glischroderma,Glischroderma sp.,em_expl,SD
Tedersoo_Smith_2013_62,Gomphidius,Gomphidius sp.,em_expl,MD
Tedersoo_Smith_2013_63,Gomphus,Gomphus sp.,em_expl,MD
Tedersoo_Smith_2013_64,Gummiglobus,Gummiglobus sp.,em_expl,MD
Tedersoo_Smith_2013_65,Gymnohydnotrya,Gymnohydnotrya sp.,em_expl,C
Tedersoo_Smith_2013_66,Gymnomyces,Gymnomyces sp.,em_expl,C
Tedersoo_Smith_2013_67,Gyrodon,Gyrodon sp.,em_expl,LD
Tedersoo_Smith_2013_68,Gyroporus,Gyroporus sp.,em_expl,LD
Tedersoo_Smith_2013_69,Hebeloma,Hebeloma sp.,em_expl,SD
Tedersoo_Smith_2013_70,Heimioporus,Heimioporus sp.,em_expl,LD
Tedersoo_Smith_2013_71,Helvella,Helvella sp.,em_expl,C
Tedersoo_Smith_2013_72,Humaria,Octospora sp.,em_expl,SD
Tedersoo_Smith_2013_73,Hydnangium,Hydnangium sp.,em_expl,SD
Tedersoo_Smith_2013_74,Hydnellum,Hydnellum sp.,em_expl,MD
Tedersoo_Smith_2013_75,Hydnobolites,Hydnobolites sp.,em_expl,SD
Tedersoo_Smith_2013_76,Hydnoplicata,Peziza sp.,em_expl,SD
Tedersoo_Smith_2013_77,Hydnotrya,Hydnotrya sp.,em_expl,C
Tedersoo_Smith_2013_78,Hydnotryopsis,Hydnotryopsis sp.,em_expl,SD
Tedersoo_Smith_2013_79,Hydnum,Hydnum sp.,em_expl,MD
Tedersoo_Smith_2013_80,Hygrophorus,Hygrophorus sp.,em_expl,C
Tedersoo_Smith_2013_81,Hymenogaster,Hymenogaster sp.,em_expl,SD
Tedersoo_Smith_2013_82,Hysterangium,Hysterangium sp.,em_expl,MD
Tedersoo_Smith_2013_83,Inocybe,Inocybe sp.,em_expl,SD 
Tedersoo_Smith_2013_84,Labyrinthomyces,Labyrinthomyces sp.,em_expl,C
Tedersoo_Smith_2013_85,Laccaria,Laccaria sp.,em_expl,SD
Tedersoo_Smith_2013_86,Lactarius,Lactarius sp.,em_expl,C
Tedersoo_Smith_2013_87,Leccinum,Leccinum sp.,em_expl,LD
Tedersoo_Smith_2013_88,Leucangium,Leucangium sp.,em_expl,C
Tedersoo_Smith_2013_89,Leucogaster,Leucogaster sp.,em_expl,MD
Tedersoo_Smith_2013_90,Leucophleps,Leucophleps sp.,em_expl,MD
Tedersoo_Smith_2013_91,Lyophyllum,Lyophyllum sp.,em_expl,MD
Tedersoo_Smith_2013_92,Macowanites,Macowanites sp.,em_expl,C
Tedersoo_Smith_2013_93,Martellia,Russula sp.,em_expl,C
Tedersoo_Smith_2013_94,Melanogaster,Melanogaster sp.,em_expl,LD
Tedersoo_Smith_2013_95,Meliniomyces,Meliniomyces sp.,em_expl,SD
Tedersoo_Smith_2013_96,Membranomyces,Membranomyces sp.,em_expl,C
Tedersoo_Smith_2013_97,Mesophellia,Mesophellia sp.,em_expl,MD
Tedersoo_Smith_2013_98,Mycoamaranthus,Mycoamaranthus sp.,em_expl,LD
Tedersoo_Smith_2013_99,Nothocastoreum,Nothocastoreum sp.,em_expl,MD
Tedersoo_Smith_2013_100,Octaviania,Octaviania sp.,em_expl,LD
Tedersoo_Smith_2013_101,Otidea,Otidea sp.,em_expl,SD
Tedersoo_Smith_2013_102,Pachyphloeus,Pachyphlodes sp.,em_expl,SD
Tedersoo_Smith_2013_103,Paxillus,Paxillus sp.,em_expl,LD
Tedersoo_Smith_2013_104,Peziza,Peziza sp.,em_expl,SD
Tedersoo_Smith_2013_105,Phellodon,Phellodon sp.,em_expl,MD
Tedersoo_Smith_2013_106,Phylloporus,Phylloporus sp.,em_expl,LD
Tedersoo_Smith_2013_107,Picoa,Picoa sp.,em_expl,SD
Tedersoo_Smith_2013_108,Piloderma,Piloderma sp.,em_expl,SD
Tedersoo_Smith_2013_109,Pisolithus,Pisolithus sp.,em_expl,LD
Tedersoo_Smith_2013_110,Polyporoletus,Polyporoletus sp.,em_expl,MD
Tedersoo_Smith_2013_111,Porphyrellus,Tylopilus sp.,em_expl,LD
Tedersoo_Smith_2013_112,Protoglossum,Protoglossum sp.,em_expl,MD
Tedersoo_Smith_2013_113,Psathyloma,Psathyloma sp.,em_expl,SD
Tedersoo_Smith_2013_114,Pseudoboletus,Pseudoboletus sp.,em_expl,LD
Tedersoo_Smith_2013_115,Pseudocraterellus,Pseudocraterellus sp.,em_expl,SD
Tedersoo_Smith_2013_116,Pseudotomentella,Pseudotomentella sp.,em_expl,MD
Tedersoo_Smith_2013_117,Pseudotulostoma,Pseudotulostoma sp.,em_expl,SD
Tedersoo_Smith_2013_118,Pulvinula,Pulvinula sp.,em_expl,SD
Tedersoo_Smith_2013_119,Pustularia,Pustularia sp.,em_expl,SD
Tedersoo_Smith_2013_120,Ramaria,Ramaria sp.,em_expl,MD
Tedersoo_Smith_2013_121,Reddellomyces,Reddellomyces sp.,em_expl,C
Tedersoo_Smith_2013_122,Rhizopogon,Rhizopogon sp.,em_expl,LD
Tedersoo_Smith_2013_123,Rossbeevera,Rossbeevera sp.,em_expl,LD
Tedersoo_Smith_2013_124,Ruhlandiella,Ruhlandiella sp.,em_expl,SD
Tedersoo_Smith_2013_125,Russula,Russula sp.,em_expl,C 
Tedersoo_Smith_2013_126,Sarcodon,Sarcodon sp.,em_expl,MD
Tedersoo_Smith_2013_127,Sarcosphaera,Sarcosphaera sp.,em_expl,SD
Tedersoo_Smith_2013_128,Scabropezia,Plicaria sp.,em_expl,SD
Tedersoo_Smith_2013_129,Scleroderma,Scleroderma sp.,em_expl,LD
Tedersoo_Smith_2013_130,Sebacina,Sebacina sp.,em_expl,SD 
Tedersoo_Smith_2013_131,Serendipita,Serendipita sp.,em_expl,C
Tedersoo_Smith_2013_132,Setchelliogaster,Setchelliogaster sp.,em_expl,SD
Tedersoo_Smith_2013_133,Sistotrema,Sistotrema sp.,em_expl,MD
Tedersoo_Smith_2013_134,Sphaerosporella,Sphaerosporella sp.,em_expl,SD
Tedersoo_Smith_2013_135,Sphaerozone,Sphaerozone sp.,em_expl,SD
Tedersoo_Smith_2013_136,Stephanopus,Stephanopus sp.,em_expl,MD
Tedersoo_Smith_2013_137,Strobilomyces,Strobilomyces sp.,em_expl,LD
Tedersoo_Smith_2013_138,Suillus,Boletus sp.,em_expl,LD
Tedersoo_Smith_2013_139,Tarzetta,Tarzetta sp.,em_expl,C
Tedersoo_Smith_2013_140,Terfezia,Terfezia sp.,em_expl,SD
Tedersoo_Smith_2013_141,Tirmania,Tirmania sp.,em_expl,SD
